0	0.0286503
0.002	0.0237215
0.004	0.0199301
0.006	0.0169963
0.008	0.0146364
0.01	0.0127216
0.012	0.0111233
0.014	0.00979413
0.016	0.0086851
0.018	0.0077323
0.02	0.00692487
0.022	0.0061991
0.024	0.00559646
0.026	0.00507313
0.028	0.00460816
0.03	0.00420279
0.032	0.00383732
0.034	0.00352945
0.036	0.0032536
0.038	0.00298391
