0	0.0266944
0.002	0.0220337
0.004	0.0185173
0.006	0.0157765
0.008	0.0135893
0.01	0.0118009
0.012	0.0103135
0.014	0.00910297
0.016	0.00808795
0.018	0.00721683
0.02	0.00646455
0.022	0.00582135
0.024	0.00528227
0.026	0.00477852
0.028	0.00436048
0.03	0.00398181
0.032	0.00365615
0.034	0.00336349
0.036	0.00309501
0.038	0.00286383
